[locus_tag=SynWH7803_0001],[protein_id=CAK22427.1],[gene=dnaN],[protein=DNA polymerase III beta subunit],[locus_tag=PMT9312_0001],[protein_id=ABB49062.1],[gene=None],"[protein=DNA polymerase III, beta subunit]",[evalue=7.10953E-155]
[locus_tag=SynWH7803_0002],[protein_id=CAK22428.1],[gene=None],[protein=RNA metabolism-related protein],[locus_tag=PMT9312_0002],[protein_id=ABB49063.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.07056E-68]
[locus_tag=SynWH7803_0003],[protein_id=CAK22429.1],[gene=purL],"[protein=Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain]",[locus_tag=PMT9312_0003],[protein_id=ABB49064.1],[gene=None],[protein=phosphoribosylformylglycinamidine synthase subunit II],[evalue=0.00000E+00]
[locus_tag=SynWH7803_0004],[protein_id=CAK22430.1],[gene=purF],[protein=Glutamine phosphoribosyl pyrophosphate amidotransferase],[locus_tag=PMT9312_0004],[protein_id=ABB49065.1],[gene=None],[protein=amidophosphoribosyltransferase],[evalue=6.87400E-80],[locus_tag=PMT9312_1699],[protein_id=ABB50760.1],[gene=None],[protein=glutamine--fructose-6-phosphate transaminase],[evalue=2.26246E-16]
[locus_tag=SynWH7803_0005],[protein_id=CAK22431.1],[gene=gyrA],"[protein=DNA gyrase/topoisomerase IV, subunit A]",[locus_tag=PMT9312_0005],[protein_id=ABB49066.1],[gene=None],[protein=DNA topoisomerase IV subunit A],[evalue=0.00000E+00],[locus_tag=PMT9312_1074],[protein_id=ABB50133.1],[gene=None],[protein=DNA gyrase subunit A],[evalue=0.00000E+00]
[locus_tag=SynWH7803_0006],[protein_id=CAK22432.1],[gene=None],[protein=Secreted Tetratricopeptide protein],[locus_tag=PMT9312_0006],[protein_id=ABB49067.1],[gene=None],[protein=TPR repeat],[evalue=1.17224E-63]
[locus_tag=SynWH7803_0007],[protein_id=CAK22433.1],[gene=None],[protein=Uncharacterized Fe-S protein],[locus_tag=PMT9312_0007],[protein_id=ABB49068.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.19237E-123]
[locus_tag=SynWH7803_0009],[protein_id=CAK22435.1],[gene=None],[protein=Uncharacterized conserved membrane protein],[locus_tag=PMT9312_0008],[protein_id=ABB49069.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.65591E-141]
[locus_tag=SynWH7803_0010],[protein_id=CAK22436.1],[gene=nusB],"[protein=Transcription termination factor, NusB]",[locus_tag=PMT9312_0009],[protein_id=ABB49070.1],[gene=None],[protein=antitermination protein NusB],[evalue=5.11767E-66]
[locus_tag=SynWH7803_0011],[protein_id=CAK22437.1],[gene=ftsY],"[protein=Signal recognition particle GTPase, FtsY]",[locus_tag=PMT9312_0010],[protein_id=ABB49071.1],[gene=None],[protein=signal recognition particle-docking protein FtsY],[evalue=2.88082E-170],[locus_tag=PMT9312_1382],[protein_id=ABB50442.1],[gene=None],[protein=signal recognition particle subunit FFH/SRP54 (srp54)],[evalue=1.28903E-36]
[locus_tag=SynWH7803_0012],[protein_id=CAK22438.1],[gene=rsbU],"[protein=Serine phosphatase RsbU, regulator of sigma subunit]",[locus_tag=PMT9312_0011],[protein_id=ABB49072.1],[gene=None],[protein=serine phosphatase],[evalue=2.82237E-149]
[locus_tag=SynWH7803_0013],[protein_id=CAK22439.1],[gene=argH],[protein=Argininosuccinate lyase],[locus_tag=PMT9312_0012],[protein_id=ABB49073.1],[gene=None],[protein=argininosuccinate lyase],[evalue=0.00000E+00],[locus_tag=PMT9312_1558],[protein_id=ABB50618.1],[gene=None],[protein=Adenylosuccinate lyase],[evalue=1.46957E-09]
[locus_tag=SynWH7803_0014],[protein_id=CAK22440.1],[gene=None],"[protein=RNA-binding protein, RRM domain]",[locus_tag=PMT9312_0013],[protein_id=ABB49074.1],[gene=None],[protein=RNA-binding region RNP-1],[evalue=8.58236E-48],[locus_tag=PMT9312_1499],[protein_id=ABB50559.1],[gene=None],[protein=RNA-binding region RNP-1],[evalue=1.67022E-27]
[locus_tag=SynWH7803_0015],[protein_id=CAK22441.1],[gene=dusA],[protein=tRNA-dihydrouridine synthase A],[locus_tag=PMT9312_0014],[protein_id=ABB49075.1],[gene=None],"[protein=tRNA-U16,U17-dihydrouridine synthase]",[evalue=5.08742E-138],[locus_tag=PMT9312_1019],[protein_id=ABB50079.1],[gene=None],[protein=Dihydrouridine synthase TIM-barrel protein nifR3],[evalue=1.50933E-28]
[locus_tag=SynWH7803_0016],[protein_id=CAK22442.1],[gene=msrB],[protein=Peptide methionine sulfoxide reductase],[locus_tag=PMT9312_0015],[protein_id=ABB49076.1],[gene=None],[protein=Methionine sulfoxide reductase B],[evalue=8.45280E-83]
[locus_tag=SynWH7803_0017],[protein_id=CAK22443.1],[gene=None],[protein=Predicted flavoprotein],[locus_tag=PMT9312_1467],[protein_id=ABB50527.1],[gene=None],[protein=HI0933-like protein],[evalue=1.80040E-135]
[locus_tag=SynWH7803_0019],[protein_id=CAK22445.1],"[gene=pilC,pulF]","[protein=Type II secretory pathway, component PulF]",[locus_tag=PMT9312_1187],[protein_id=ABB50246.1],[gene=None],[protein=Type II secretory pathway component PulF-like protein],[evalue=4.43888E-79]
[locus_tag=SynWH7803_0020],[protein_id=CAK22446.1],[gene=pilT],"[protein=Tfp pilus assembly protein, pilus retraction ATPase PilT]",[locus_tag=PMT9312_1188],[protein_id=ABB50247.1],[gene=None],[protein=twitching motility protein],[evalue=7.81662E-136],[locus_tag=PMT9312_1189],[protein_id=ABB50248.1],[gene=None],[protein=Type II secretory pathway ATPase PulE/Tfp pilus assembly pathway ATPase PilB-like protein],[evalue=2.12509E-32]
