[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=WB44_11300],[protein_id=AKN61578.1],[gene=None],[protein=DNA polymerase III subunit beta],[evalue=8.27185E-152]
[locus_tag=PMM0002],[protein_id=CAE18461.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=WB44_11305],[protein_id=AKN61579.1],[gene=None],[protein=RNA methyltransferase],[evalue=9.28802E-72]
[locus_tag=PMM0003],[protein_id=CAE18462.1],[gene=purL],[protein=phosphoribosylformylglycinamidine synthetase II],[locus_tag=WB44_11310],[protein_id=AKN61580.1],[gene=None],[protein=phosphoribosylformylglycinamidine synthase],[evalue=0.00000E+00]
[locus_tag=PMM0004],[protein_id=CAE18463.1],[gene=purF],[protein=Glutamine amidotransferase class-II:Phosphoribosyl transferase],[locus_tag=WB44_11315],[protein_id=AKN61581.1],[gene=None],[protein=amidophosphoribosyltransferase],[evalue=3.21042E-80],[locus_tag=WB44_12020],[protein_id=AKN61699.1],[gene=None],[protein=glutamine amidotransferase],[evalue=2.60334E-20]
[locus_tag=PMM0005],[protein_id=CAE18464.1],[gene=None],"[protein=DNA gyrase/topoisomerase IV, subunit A]",[locus_tag=WB44_11320],[protein_id=AKN61582.1],[gene=None],[protein=topoisomerase IV],[evalue=0.00000E+00],[locus_tag=WB44_02350],[protein_id=AKN60150.1],[gene=None],[protein=DNA gyrase subunit A],[evalue=0.00000E+00]
[locus_tag=PMM0006],[protein_id=CAE18465.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=WB44_11325],[protein_id=AKN61583.1],[gene=None],[protein=hypothetical protein],[evalue=1.67089E-59]
[locus_tag=PMM0007],[protein_id=CAE18466.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=WB44_11330],[protein_id=AKN61584.1],[gene=None],[protein=epoxyqueuosine reductase],[evalue=1.11788E-122]
[locus_tag=PMM0008],[protein_id=CAE18467.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=WB44_11340],[protein_id=AKN61586.1],[gene=None],[protein=hypothetical protein],[evalue=4.10801E-134]
[locus_tag=PMM0009],[protein_id=CAE18468.1],[gene=nusB],[protein=Antitermination protein NusB],[locus_tag=WB44_11345],[protein_id=AKN62398.1],[gene=None],[protein=antitermination protein NusB],[evalue=1.60963E-68]
[locus_tag=PMM0010],[protein_id=CAE18469.1],[gene=ftsY],[protein=signal recognition particle docking protein FtsY],[locus_tag=WB44_11350],[protein_id=AKN61587.1],[gene=None],[protein=cell division protein FtsY],[evalue=3.69734E-170],[locus_tag=WB44_00975],[protein_id=AKN59932.1],[gene=None],[protein=signal recognition particle],[evalue=1.02115E-33]
[locus_tag=PMM0011],[protein_id=CAE18470.1],[gene=None],[protein=Protein phosphatase 2C domain],[locus_tag=WB44_11355],[protein_id=AKN61588.1],[gene=None],[protein=serine/threonine protein phosphatase],[evalue=1.81861E-143]
[locus_tag=PMM0012],[protein_id=CAE18471.1],[gene=argH],[protein=Fumarate lyase:Delta crystallin],[locus_tag=WB44_11360],[protein_id=AKN61589.1],[gene=None],[protein=argininosuccinate lyase],[evalue=0.00000E+00],[locus_tag=WB44_08555],[protein_id=AKN61141.1],[gene=None],[protein=adenylosuccinate lyase],[evalue=7.91341E-13]
