[locus_tag=WB44_00005],[protein_id=AKN59773.1],[gene=None],[protein=sulfate transporter],[locus_tag=PMN2A_0631],[protein_id=AAZ58122.1],[gene=None],[protein=putative sulfate transporter],[evalue=6.54644E-108],[locus_tag=PMN2A_1581],[protein_id=AAZ59069.1],[gene=None],[protein=putative sulfate transporter],[evalue=1.42239E-23]
[locus_tag=WB44_00010],[protein_id=AKN59774.1],[gene=None],[protein=formamidopyrimidine-DNA glycosylase],[locus_tag=PMN2A_1705],[protein_id=AAZ59193.1],[gene=None],[protein=DNA-(apurinic or apyrimidinic site) lyase / Formamidopyrimidine-DNA glycosylase],[evalue=2.37598E-119],[locus_tag=PMN2A_0560],[protein_id=AAZ58051.1],[gene=None],[protein=DNA-(apurinic or apyrimidinic site) lyase / endonuclease VIII],[evalue=1.64200E-14]
[locus_tag=WB44_00015],[protein_id=AKN62016.1],[gene=None],[protein=photosystem I reaction center subunit IV],[locus_tag=PMN2A_1706],[protein_id=AAZ59194.1],[gene=None],[protein=photosystem I subunit IV psaE],[evalue=1.69753E-23]
[locus_tag=WB44_00020],[protein_id=AKN59775.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMN2A_1707],[protein_id=AAZ59195.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.82032E-159]
[locus_tag=WB44_00025],[protein_id=AKN59776.1],[gene=None],[protein=helicase],[locus_tag=PMN2A_0647],[protein_id=AAZ58138.1],[gene=None],[protein=ATP-dependent RNA helicase CsdA],[evalue=5.39987E-14]
[locus_tag=WB44_00030],[protein_id=AKN59777.1],[gene=None],[protein=peptigoglycan-binding protein LysM],[locus_tag=PMN2A_1708],[protein_id=AAZ59196.1],[gene=None],[protein=peptidoglycan-binding LysM],[evalue=4.23897E-27],[locus_tag=PMN2A_1708],[protein_id=AAZ59196.1],[gene=None],[protein=peptidoglycan-binding LysM],[evalue=1.06451E-21]
[locus_tag=WB44_00035],[protein_id=AKN59778.1],[gene=None],[protein=aldehyde dehydrogenase],[locus_tag=PMN2A_1709],[protein_id=AAZ59197.1],[gene=None],[protein=putative aldehyde dehydrogenase],[evalue=0.00000E+00]
[locus_tag=WB44_00040],[protein_id=AKN59779.1],[gene=None],[protein=trehalose synthase],[locus_tag=PMN2A_0246],[protein_id=AAZ57738.1],[gene=None],"[protein=alpha amylase, catalytic subdomain]",[evalue=9.86503E-14]
[locus_tag=WB44_00075],[protein_id=AKN59782.1],[gene=None],[protein=3-dehydroquinate dehydratase],[locus_tag=PMN2A_1721],[protein_id=AAZ59209.1],[gene=None],[protein=3-dehydroquinate dehydratase],[evalue=1.16254E-65]
[locus_tag=WB44_00080],[protein_id=AKN59783.1],[gene=None],[protein=hydroxylase],[locus_tag=PMN2A_1722],[protein_id=AAZ59210.1],[gene=None],[protein=probable hydroxylase for synthesis of 2-methylthio-cis-ribozeatin in tRNA],[evalue=5.87820E-89]
[locus_tag=WB44_00125],[protein_id=AKN62019.1],[gene=None],[protein=precorrin-2 C20-methyltransferase],[locus_tag=PMN2A_1723],[protein_id=AAZ59211.1],[gene=None],[protein=cobalt-factor II C20-methyltransferase / precorrin-2 C20-methyltransferase],[evalue=5.57423E-77]
[locus_tag=WB44_00135],[protein_id=AKN59792.1],[gene=None],[protein=glycosyl transferase],[locus_tag=PMN2A_1257],[protein_id=AAZ58747.1],[gene=None],"[protein=glycosyl transferase, family 2]",[evalue=1.58505E-14]
[locus_tag=WB44_00140],[protein_id=AKN59793.1],[gene=None],[protein=tRNA-dihydrouridine synthase],[locus_tag=PMN2A_1724],[protein_id=AAZ59212.1],[gene=None],[protein=Dihydrouridine synthase TIM-barrel protein nifR3],[evalue=9.84968E-139],[locus_tag=PMN2A_1341],[protein_id=AAZ58830.1],[gene=None],"[protein=tRNA-U16,U17-dihydrouridine synthase]",[evalue=9.88985E-26]
[locus_tag=WB44_00150],[protein_id=AKN59794.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMN2A_0610],[protein_id=AAZ58101.1],[gene=None],[protein=hypothetical protein],[evalue=8.81946E-15]
[locus_tag=WB44_00160],[protein_id=AKN62022.1],[gene=None],[protein=GTPase Der],[locus_tag=PMN2A_1726],[protein_id=AAZ59214.1],[gene=None],[protein=Small GTP-binding protein protein domain:GTP-binding protein],[evalue=0.00000E+00],[locus_tag=PMN2A_1556],[protein_id=AAZ59044.1],[gene=None],[protein=tRNA modification GTPase trmE],[evalue=7.89587E-16],[locus_tag=PMN2A_1556],[protein_id=AAZ59044.1],[gene=None],[protein=tRNA modification GTPase trmE],[evalue=4.20158E-11]
[locus_tag=WB44_00165],[protein_id=AKN59796.1],[gene=None],[protein=cobalt ABC transporter permease],[locus_tag=PMN2A_1727],[protein_id=AAZ59215.1],[gene=None],[protein=possible cobalt transport protein],[evalue=2.95857E-110]
[locus_tag=WB44_00170],[protein_id=AKN59797.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMN2A_1728],[protein_id=AAZ59216.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.92278E-48]
[locus_tag=WB44_00175],[protein_id=AKN59798.1],[gene=None],[protein=hydrolase],[locus_tag=PMN2A_1729],[protein_id=AAZ59217.1],[gene=None],[protein=Protein of unknown function UPF0001],[evalue=1.13599E-76]
[locus_tag=WB44_00180],[protein_id=AKN59799.1],[gene=None],[protein=cell division protein SepF],[locus_tag=PMN2A_1730],[protein_id=AAZ59218.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.14405E-91]
[locus_tag=WB44_00185],[protein_id=AKN62023.1],[gene=None],[protein=pyrroline-5-carboxylate reductase],[locus_tag=PMN2A_1731],[protein_id=AAZ59219.1],[gene=None],[protein=pyrroline-5-carboxylate reductase],[evalue=3.76739E-100]
[locus_tag=WB44_00190],[protein_id=AKN62024.1],[gene=None],[protein=glycosyltransferase],[locus_tag=PMN2A_1732],[protein_id=AAZ59220.1],[gene=None],[protein=glycosyl transferases group 1],[evalue=0.00000E+00],[locus_tag=PMN2A_1265],[protein_id=AAZ58755.1],[gene=None],[protein=glycosyltransferase],[evalue=5.24308E-17]
[locus_tag=WB44_00200],[protein_id=AKN59800.1],[gene=None],[protein=DNA recombination protein RecO],[locus_tag=PMN2A_1733],[protein_id=AAZ59221.1],[gene=None],[protein=DNA replication and repair protein RecO],[evalue=5.11501E-87]
[locus_tag=WB44_00205],[protein_id=AKN59801.1],[gene=None],[protein=deoxyribose-phosphate aldolase],[locus_tag=PMN2A_1734],[protein_id=AAZ59222.1],[gene=None],[protein=deoxyribose-phosphate aldolase],[evalue=4.56751E-66]
[locus_tag=WB44_00210],[protein_id=AKN59802.1],[gene=None],[protein=Light-repressed protein A],[locus_tag=PMN2A_1735],[protein_id=AAZ59223.1],[gene=None],[protein=sigma 54 modulation protein / SSU ribosomal protein S30P],[evalue=4.13144E-95]
[locus_tag=WB44_00215],[protein_id=AKN59803.1],[gene=None],[protein=lipoate--protein ligase],[locus_tag=PMN2A_1736],[protein_id=AAZ59224.1],[gene=None],[protein=Lipoate-protein ligase B],[evalue=4.28353E-83]
[locus_tag=WB44_00220],[protein_id=AKN59804.1],[gene=None],[protein=long-chain fatty acid--CoA ligase],[locus_tag=PMN2A_1737],[protein_id=AAZ59225.1],[gene=None],[protein=long-chain acyl-CoA synthetase],[evalue=0.00000E+00]
[locus_tag=WB44_00295],[protein_id=AKN59819.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMN2A_1738],[protein_id=AAZ59226.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.88497E-80]
[locus_tag=WB44_00300],[protein_id=AKN62026.1],[gene=None],[protein=branched-chain alpha-keto acid dehydrogenase subunit E2],[locus_tag=PMN2A_1739],[protein_id=AAZ59227.1],[gene=None],[protein=dihydrolipoamide S-acetyltransferase],[evalue=0.00000E+00]
[locus_tag=WB44_00310],[protein_id=AKN62027.1],[gene=None],[protein=S-adenosylmethionine tRNA ribosyltransferase],[locus_tag=PMN2A_1740],[protein_id=AAZ59228.1],[gene=None],[protein=S-adenosylmethionine:tRNA-ribosyltransferase- isomerase],[evalue=1.24049E-152]
[locus_tag=WB44_00345],[protein_id=AKN59827.1],[gene=None],[protein=cysteine synthase],[locus_tag=PMN2A_1741],[protein_id=AAZ59229.1],[gene=None],[protein=cysteine synthase],[evalue=0.00000E+00],[locus_tag=PMN2A_1490],[protein_id=AAZ58978.1],[gene=None],[protein=cysteine synthase],[evalue=5.49007E-98]
[locus_tag=WB44_00355],[protein_id=AKN59829.1],[gene=None],[protein=cystathionine gamma-synthase],[locus_tag=PMN2A_1742],[protein_id=AAZ59230.1],[gene=None],[protein=cystathionine gamma-synthase],[evalue=0.00000E+00],[locus_tag=PMN2A_1743],[protein_id=AAZ59231.1],[gene=None],[protein=cystathionine gamma-synthase],[evalue=5.34740E-18]
[locus_tag=WB44_00360],[protein_id=AKN59830.1],[gene=None],[protein=cystathionine gamma-synthase],[locus_tag=PMN2A_1743],[protein_id=AAZ59231.1],[gene=None],[protein=cystathionine gamma-synthase],[evalue=0.00000E+00],[locus_tag=PMN2A_0083],[protein_id=AAZ57575.1],[gene=None],[protein=O-acetylhomoserine sulfhydrolase],[evalue=7.66451E-50],[locus_tag=PMN2A_1742],[protein_id=AAZ59230.1],[gene=None],[protein=cystathionine gamma-synthase],[evalue=1.85528E-13]
[locus_tag=WB44_00375],[protein_id=AKN59833.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMN2A_0522],[protein_id=AAZ58013.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.78256E-15]
[locus_tag=WB44_00380],[protein_id=AKN59834.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMN2A_0389],[protein_id=AAZ57881.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.48069E-41]
[locus_tag=WB44_00390],[protein_id=AKN59836.1],[gene=None],[protein=30S ribosomal protein S4],[locus_tag=PMN2A_1744],[protein_id=AAZ59232.1],[gene=None],[protein=SSU ribosomal protein S4P],[evalue=5.13255E-139]
[locus_tag=WB44_00405],[protein_id=AKN59839.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMN2A_1745],[protein_id=AAZ59233.1],[gene=None],[protein=Protein of unknown function DUF37],[evalue=1.83333E-38]
